QS World University Rankings by Faculty Area,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
Engineering - Electrical & Electronic,,,,,,,,,
,,,,Institutions Considered,,1709,,,
,,,,,,,,,
,,,,,,,,,
,,,,,Weightings,,,,
,,,,Academic,0.4,,,,
,,,,Employer,0.3,,,,
,,,,Citations,0.1,,,,
,,,,H,0.1,,,,
,,,,IRN,0.1,,,,
Top 530 Universities - Engineering - Electrical & Electronic,,,,,,,,,
2024,2023,Institution,Location,Academic,Employer,Citations,H,International,Score
151-200,201-250,Nagoya University,Japan,62.7,67.6,74.7,64.7,56.7,
151-200,140=,National University of Sciences And Technology (NUST) Islamabad,Pakistan,58,69.6,88.6,78.4,63,
151-200,151-200,National Yang Ming Chiao Tung University,Taiwan,62,67.8,80.7,74.4,41.7,
151-200,151-200,Newcastle University,United Kingdom,56,65.9,92,78,78.7,
151-200,151-200,North Carolina State University,United States,53.9,68.4,89,81.6,55.8,
151-200,151-200,Queen's University Belfast,United Kingdom,56.6,62.7,96.4,78,77.7,
151-200,151-200,Queensland University of Technology (QUT),Australia,58,63.7,95.7,78.5,64.7,
151-200,151-200,Rice University,United States,63.3,64.6,91.4,70.8,55.8,
151-200,114  ,Sungkyunkwan University(SKKU),South Korea,58.4,70.2,89.5,81.1,41.3,
151-200,151-200,Technical University of Darmstadt,Germany,66.1,63.5,80.9,66,63.1,
151-200,151-200,Universidad Carlos III de Madrid (UC3M),Spain,64.5,65.2,83.5,65.7,68.8,
151-200,201-250,Universidad de Chile,Chile,60.9,72.9,79.1,65.1,52.9,
151-200,151-200,Universidad Nacional de Colombia,Colombia,58.4,75.5,78.9,65.4,45.4,
151-200,148=,Universidade Federal do Rio de Janeiro,Brazil,63.8,66.7,83.5,70.1,58.1,
151-200,151-200,Universitat Autònoma de Barcelona,Spain,58.9,64.5,88.6,68,65.6,
151-200,151-200,Universitat de Barcelona,Spain,62.7,67.8,82.2,63.1,53.9,
151-200,151-200,Universitat Politècnica de València,Spain,62,62.6,82.8,71.3,74.9,
151-200,151-200,Universität Stuttgart,Germany,60.8,64.3,80.8,72,68.8,
151-200,151-200,Université catholique de Louvain (UCLouvain),Belgium,67.2,64,84,66.6,59.3,
151-200,140=,Université Grenoble Alpes,France,65.6,56.8,80.6,75.4,92.6,
151-200,151-200,Universiti Kebangsaan Malaysia (UKM),Malaysia,60.5,62.2,91.8,82.3,69,
151-200,151-200,Universiti Putra Malaysia (UPM),Malaysia,61.6,60.8,86.4,76.2,73.4,
151-200,151-200,Universiti Sains Malaysia (USM),Malaysia,59,65.8,88.5,77.3,70.2,
151-200,151-200,Universiti Teknologi PETRONAS (UTP),Malaysia,58.5,64.5,88.4,78.9,84,
151-200,148=,University of Bristol,United Kingdom,60.9,69.4,87.3,70.3,57.1,
151-200,151-200,University of Calgary,Canada,57.5,66.6,85.6,74.8,70.8,
151-200,151-200,"University of California, Irvine",United States,56.1,66.6,87.9,72.9,63.1,
151-200,151-200,University of Lisbon ,Portugal,56.9,58.1,88.2,82.6,84.9,
151-200,151-200,University of Pisa,Italy,58.8,68.4,86,72.7,66.6,
151-200,151-200,University of Porto,Portugal,61.2,61.8,88.6,79.2,66.4,
151-200,130=,University of Strathclyde,United Kingdom,61.3,64,87.5,79.2,67.9,
151-200,151-200,University of Surrey,United Kingdom,57.7,61.7,93.6,77.7,72.5,
151-200,151-200,University of Wollongong,Australia,54.4,61.4,97.5,81.4,60.9,
151-200,201-250,Vellore Institute of Technology (VIT),India,54,62.8,85.7,84.4,83.5,
151-200,201-250,Waseda University,Japan,61.9,68.2,76.7,67.1,53,
151-200,201-250,Wuhan University,China (Mainland),53.6,63.2,89.7,87.3,64.7,
201-250,201-250,Ain Shams University ,Egypt,57.3,68.8,81,68.3,49.3,
201-250,201-250,American University of Beirut (AUB),Lebanon,55.9,75.6,77.6,61.7,34.6,
201-250,201-250,Bauman Moscow State Technical University,Russia,64.8,80.8,55.8,43,25.9,
201-250,201-250,Bilkent University,Turkey,61.5,72.8,72.8,59.8,28.9,
201-250,251-300,Boğaziçi University,Turkey,54.6,76.4,76.3,60.2,31.7,
201-250,251-300,Budapest University of Technology and Economics,Hungary,54.2,66.1,78.9,66.6,73.7,
201-250,201-250,Cardiff University,United Kingdom,52.8,58.3,92.5,76.7,72.7,
201-250,201-250,COMSATS University Islamabad,Pakistan,49.7,59.6,91.7,82.9,85.3,
201-250,,Cranfield University,United Kingdom,50.1,65.8,92.3,75.2,64.3,
201-250,201-250,Curtin University,Australia,48.3,64.8,92.1,78.2,75.5,
201-250,201-250,Czech Technical University in Prague,Czech Republic,62.4,59.5,79.6,66,76.4,
201-250,201-250,Ghent University,Belgium,60,57.8,85.3,72.9,84,
201-250,201-250,Heriot-Watt University,United Kingdom,54,64.9,90.9,74.6,71,
201-250,151-200,IMT Atlantique,France,55.7,76.4,74,62.4,50.3,
201-250,201-250,Indian Institute of Technology Guwahati (IITG),India,59,61.5,88.5,75.8,55.5,
201-250,201-250,Institut National des Sciences Appliquées de Lyon (INSA),France,55.3,62.4,86.5,74.2,77,
201-250,201-250,Instituto Politécnico Nacional (IPN),Mexico,55.9,75.5,76,61.7,39.8,
201-250,251-300,Keio University,Japan,60.8,65.1,75.2,63.1,53.2,
201-250,201-250,Lancaster University,United Kingdom,51.8,61.1,97.1,78.7,62.6,
201-250,201-250,Loughborough University,United Kingdom,50.4,67.7,92.3,76.4,71.6,
201-250,201-250,Macquarie University,Australia,53.5,59.9,92.3,77.8,62.7,
201-250,201-250,Moscow Institute of Physics and Technology (MIPT / Moscow Phystech),Russia,60.2,76.4,69.4,51.3,55.6,
201-250,201-250,National Taiwan University of Science and Technology (Taiwan Tech),Taiwan,61.8,60.8,83.6,71.3,50.6,
201-250,201-250,Northeastern University,United States,60.2,55.6,89.9,72,54.1,
201-250,201-250,Queen's University at Kingston,Canada,56.2,70.1,81.4,68.3,50.7,
201-250,151-200,Sharif University of Technology,"Iran, Islamic Republic of",61.5,47.4,89.1,78.4,79.5,
201-250,151-200,Southeast University,China (Mainland),59.8,51.9,90.1,92.6,61.9,
201-250,201-250,Technion - Israel Institute of Technology,Israel,64.7,56.4,85.2,70.1,46.4,
201-250,201-250,"The University of Newcastle, Australia (UON)",Australia,55.6,64.4,90.8,72.5,64.3,
201-250,201-250,The University of Western Australia,Australia,55,64.7,90.5,73.1,57.5,
201-250,201-250,UNESP,Brazil,55.1,67.2,82.2,69.1,52.3,
201-250,201-250,United Arab Emirates University,United Arab Emirates,55.1,68.5,78.4,63.4,65.6,
201-250,251-300,Universidad de los Andes,Colombia,61.5,72.8,63.9,54,44.1,
201-250,201-250,Universidade Federal de Minas Gerais      ,Brazil,57.1,66.5,83.5,66.6,44.1,
201-250,251-300,University College Cork,Ireland,51.8,64.6,87.8,73.8,62.2,
201-250,201-250,University of Bath,United Kingdom,52.7,64.5,92.5,72.2,54.9,
201-250,151-200,"University of California, Davis",United States,53,67.7,89.4,74.6,52.8,
201-250,,University of Chinese Academy of Sciences,China (Mainland),53.9,54.4,87.3,93.3,63,
201-250,201-250,University of Colorado Boulder,United States,57.6,60.8,89.2,78.4,47.8,
201-250,201-250,University of Electronic Science and Technology of China,China (Mainland),58.2,50.1,88.1,92.3,72.7,
201-250,251-300,University of Engineering & Technology (UET) Lahore,Pakistan,53.7,66.7,83.3,68,62.6,
201-250,201-250,University of Florida,United States,55.4,62.7,86.8,76.2,57.7,
201-250,201-250,University of Illinois at Chicago (UIC),United States,58.7,66.1,85.2,67.7,53.7,
201-250,151-200,University of Minnesota Twin Cities,United States,56.5,62.3,90.8,76.4,49.8,
201-250,201-250,University of Naples - Federico II,Italy,52.3,63.7,85.7,74.8,70.5,
201-250,151-200,University of Ottawa,Canada,55.9,62.7,87.2,70.6,71.6,
201-250,251-300,University of Sharjah,United Arab Emirates,48.8,68.4,92.7,78.2,76,
201-250,151-200,University of Tehran,"Iran, Islamic Republic of",57.1,46.8,94.4,87.7,81.6,
201-250,151-200,Uppsala University,Sweden,59.7,57.7,87.9,69.8,78.3,
201-250,151-200,Warsaw University of Technology,Poland,65,62.5,72.9,66.3,64.5,
251-300,251-300,Aarhus University,Denmark,55,50.9,93.7,76.9,79.5,
251-300,301-350,AGH University of Science and Technology,Poland,55.5,53.6,77.2,68,78.1,
251-300,251-300,American University of Sharjah,United Arab Emirates,52.3,75.4,70.9,62.1,30.3,
251-300,251-300,Anna University,India,51,57.3,81.4,87.7,85.4,
251-300,301-350,Beijing University of Posts and Telecommunications,China (Mainland),55.2,47.3,85.6,85.7,54.6,
251-300,251-300,Brno University of Technology,Czech Republic,55.2,56.9,82.1,71.3,83.8,
251-300,251-300,Brown University,United States,56.3,65.6,79.3,61.7,35.2,
251-300,251-300,Brunel University London,United Kingdom,50.1,55.3,94.5,75.4,76.5,
251-300,,Daegu Gyeongbuk Institute of Science and Technology (DGIST),South Korea,56.9,64.3,81,62.1,36.2,
251-300,301-350,Ecole Centrale de Lyon,France,51,57.7,86.2,71.5,67,
251-300,251-300,Gdańsk University of Technology,Poland,56.2,55.7,80.6,62.4,73.1,
251-300,301-350,Graz University of Technology,Austria,59.4,55.8,79.4,62.4,62.2,
251-300,201-250,Gwangju Institute of Science and Technology (GIST),South Korea,55.4,56.1,86.6,69.1,43.2,
251-300,251-300,Hokkaido University,Japan,59.2,63.3,77.5,62.8,51.7,
251-300,251-300,Jordan University of Science & Technology,Jordan,55.8,66.8,75.8,63.1,33.3,
251-300,251-300,Koç University,Turkey,53.9,73.2,74.7,57.7,34.9,
251-300,251-300,Kyung Hee University,South Korea,47.3,57.3,92.5,78.9,61.4,
251-300,251-300,Lebanese University,Lebanon,61.2,63.3,73.6,59.8,15.8,
